Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3757580,,Rodanthe CDP,55,Dare ,178,186.2,0.96, ,0,0,0,0,0,35,0,32,74,37,0,0,,99,52,0,0,0,0,27, ,126,52, ,178,0,22,58,78,0,20,0, ,178,0,80,98, ,110,0,0,0,0,37,0,0,0,0,26,27,0,0,0,20,0, ,"$55,000 ", ,"$55,000 ","$50,625 ",, ,"$42,260 ", ,110,83,27, ,83,63,20, ,83,0,0,0,0,18,57,0,8,0, ,0,0,0, ,141,0,141, ,37,0,37,,0.60483456,0.237461905,96.87953065,97.11699256
3757640,,Rolesville town,183,Wake ,"8,002","1,640.90",4.88, ,932,626,"1,051",268,226,387,"1,929","1,174",298,721,375,15,,"4,850","2,203",0,188,0,325,436, ,"7,534",468, ,"4,899",144,601,"1,094","1,808","1,154",73,25, ,"4,899",144,"1,695","3,060", ,"2,595",0,8,6,150,106,35,130,71,74,50,87,343,221,354,406,554, ,"$126,793 ", ,"$126,793 ","$137,478 ","$35,700 ", ,"$42,578 ", ,"2,595","2,259",336, ,"2,259","1,307",952, ,"2,259",0,0,4,27,832,"1,176",220,0,0, ,"2,877",34,"2,843", ,"4,014",40,"3,974", ,"1,111",0,"1,111",89.0,0.22258361,0.172801586,1.610508764,1.78331035
3757700,,Ronda town,193,Wilkes ,824,760.1,1.08, ,116,72,72,51,77,192,45,77,42,56,22,2,,819,0,0,0,0,0,5, ,727,97, ,436,158,108,124,36,6,0,4, ,436,158,232,46, ,238,6,20,45,7,12,8,11,29,8,11,15,21,7,34,4,0, ,"$41,250 ", ,"$41,250 ","$62,500 ","$18,750 ", ,"$15,926 ", ,238,138,100, ,138,138,0, ,138,5,37,49,16,29,1,0,0,1, ,311,116,195, ,433,120,313, ,80,5,75,58.0,0.5127,2.261300019,10.48429338,12.7455934
3757740,,Roper town,187,Washington ,757,883.9,0.86, ,74,75,54,56,50,41,92,127,41,56,78,13,,91,515,0,0,0,151,0, ,606,151, ,448,112,147,127,53,9,0,0, ,448,112,274,62, ,328,90,14,70,15,34,53,2,5,3,23,12,0,0,3,4,0, ,"$19,609 ", ,"$19,609 ","$29,803 ","$9,806 ", ,"$11,409 ", ,328,155,173, ,155,45,110, ,155,3,37,65,26,24,0,0,0,0, ,259,194,65, ,351,183,168, ,147,10,137,4.0,0.79129999,7.736042357,25.31050268,33.04654504
3757800,,Roseboro town,163,Sampson ,"1,048",724.5,1.45, ,82,44,43,22,84,185,102,102,156,98,65,65,,672,300,4,0,0,72,0, ,902,146, ,773,166,260,226,94,17,3,7, ,773,166,486,121, ,450,79,30,27,34,30,26,21,3,34,37,37,56,23,4,9,0, ,"$34,821 ", ,"$34,821 ","$46,250 ","$28,462 ", ,"$20,913 ", ,450,210,240, ,210,155,55, ,210,6,11,113,37,36,4,0,0,3, ,181,46,135, ,629,129,500, ,228,75,153,46.0,0.5187,,,
3757860,,Rose Hill town,61,Duplin ,"2,014","1,395.50",1.44, ,76,305,180,79,107,294,241,205,234,179,47,67,,"1,193",682,19,10,0,86,24, ,"1,654",360, ,"1,267",240,389,499,107,19,13,0, ,"1,267",240,888,139, ,703,43,115,29,11,60,46,79,35,23,32,123,57,43,0,7,0, ,"$38,359 ", ,"$38,359 ","$48,214 ","$18,523 ", ,"$17,678 ", ,703,440,263, ,440,294,146, ,440,37,33,196,59,100,15,0,0,0, ,637,103,534, ,"1,081",172,909, ,293,35,258,55.0,0.9699,,,
3758020,,Rosman town,175,Transylvania,842,"1,542.20",0.55, ,32,87,50,39,18,150,114,84,40,170,42,16,,816,0,0,0,0,24,2, ,740,102, ,616,113,204,280,19,0,0,0, ,616,113,484,19, ,438,58,35,29,31,29,22,0,37,140,0,33,18,0,6,0,0, ,"$43,281 ", ,"$43,281 ","$31,607 ","$45,108 ", ,"$19,988 ", ,438,117,321, ,117,106,11, ,117,19,14,24,32,17,11,0,0,0, ,208,111,97, ,406,99,307, ,228,35,193,5.0,0.53220001,8.806909802,19.98563718,28.79254698
3758040,,Rougemont CDP,"63, 145","Durham, Person ",750,118.8,6.31, ,59,49,64,23,7,11,68,135,138,127,56,13,,472,278,0,0,0,0,0, ,750,0, ,548,56,209,167,116,0,0,0, ,548,56,376,116, ,294,0,28,0,0,73,25,16,0,0,13,11,60,51,10,7,0, ,, ,,,, ,"$27,135 ", ,294,294,0, ,294,229,65, ,294,0,73,13,64,90,54,0,0,0, ,195,0,195, ,359,0,359, ,196,0,196,,0.31411532,0.0,2.447886422,2.447886422
3758140,,Rowland town,155,Robeson ,"1,130","1,073.90",1.05, ,42,80,54,25,109,126,86,139,149,212,46,62,,246,739,144,0,0,0,1, ,"1,130",0, ,820,128,268,309,72,33,0,10, ,820,128,577,115, ,496,88,45,89,34,19,31,53,22,12,41,14,29,7,5,7,0, ,"$23,000 ", ,"$23,000 ","$30,529 ","$14,688 ", ,"$15,292 ", ,496,313,183, ,313,97,216, ,313,35,36,130,23,84,0,5,0,0, ,189,90,99, ,609,131,478, ,320,51,269,54.0,0.9287,0.0,0.420853206,0.420853206
3758160,,Roxboro city,145,Person ,"8,323","1,183.80",7.03, ,512,416,469,508,778,898,"1,111","1,024",918,988,534,167,,"3,426","3,491",120,0,21,732,533, ,"7,135","1,188", ,"5,640","1,204","2,123","1,566",539,181,27,0, ,"5,640","1,204","3,689",747, ,"3,455",412,304,344,313,178,243,212,108,129,218,458,226,223,3,6,78, ,"$32,753 ", ,"$32,753 ","$46,291 ","$22,766 ", ,"$26,827 ", ,"3,455","1,663","1,792", ,"1,663",883,780, ,"1,663",390,125,585,311,214,0,38,0,0, ,"1,884","1,238",646, ,"4,624","1,122","3,502", ,"1,451",292,"1,159",75.0,0.76782663,0.423320597,3.322711592,3.746032189
3758180,,Roxobel town,15,Bertie ,234,224.4,1.04, ,6,21,15,4,10,23,41,5,57,27,18,7,,71,150,0,4,0,0,9, ,226,8, ,178,76,40,44,12,6,0,0, ,178,76,84,18, ,87,22,2,2,16,3,0,0,7,0,7,8,14,4,0,0,2, ,, ,,"$44,107 ",, ,"$16,232 ", ,87,67,20, ,67,41,26, ,67,5,19,18,19,4,2,0,0,0, ,46,32,14, ,136,75,61, ,52,6,46,41.0,0.80890001,0.170168982,1.586548458,1.75671744
3758260,,Royal Pines CDP,21,Buncombe ,"4,499","1,657.70",2.71, ,405,104,283,146,148,493,537,515,914,703,178,73,,"4,027",0,0,396,0,0,76, ,"4,267",232, ,"3,413",85,571,"1,041",977,589,78,72, ,"3,413",85,"1,612","1,716", ,"1,792",0,17,10,108,120,77,0,16,111,175,145,255,193,241,245,79, ,"$84,415 ", ,"$84,415 ","$90,179 ","$51,286 ", ,"$38,959 ", ,"1,792","1,554",238, ,"1,554","1,389",165, ,"1,554",0,0,0,99,699,524,189,43,0, ,938,77,861, ,"2,607",85,"2,522", ,954,17,937,61.0,0.36490919,0.153239061,0.851860208,1.005099268
3758340,,Ruffin CDP,157,Rockingham ,467,102.6,4.55, ,6,58,0,0,33,23,239,21,23,64,0,0,,213,100,0,0,0,0,154, ,467,0, ,370,0,225,145,0,0,0,0, ,370,0,370,0, ,199,19,8,10,0,30,0,31,0,0,18,7,0,0,76,0,0, ,, ,,,"$2,499 ", ,"$28,621 ", ,199,164,35, ,164,88,76, ,164,0,0,55,86,23,0,0,0,0, ,64,33,31, ,339,59,280, ,64,24,40,,0.43450001,0.0,3.422616488,3.422616488
3758360,,Rural Hall town,67,Forsyth ,"3,227","1,131.60",2.85, ,225,159,246,85,72,448,385,439,481,267,198,222,,"2,505",574,0,31,4,99,14, ,"2,730",497, ,"2,440",253,891,831,395,59,0,11, ,"2,440",253,"1,722",465, ,"1,440",33,100,112,86,140,42,100,28,80,126,217,234,51,25,34,32, ,"$49,964 ", ,"$49,964 ","$49,563 ","$50,581 ", ,"$29,169 ", ,"1,440",936,504, ,936,825,111, ,936,63,0,116,294,458,5,0,0,0, ,715,214,501, ,"1,825",137,"1,688", ,687,10,677,6.0,0.30226142,0.36060289,2.849082976,3.209685866
3758420,,Ruth town,161,Rutherford ,629,"1,482.20",0.42, ,37,61,20,22,34,74,64,92,97,74,39,15,,519,41,0,0,0,14,55, ,582,47, ,455,90,170,139,38,16,2,0, ,455,90,309,56, ,244,49,27,19,8,4,10,9,14,20,12,24,32,14,2,0,0, ,"$38,750 ", ,"$38,750 ","$38,906 ",, ,"$17,247 ", ,244,185,59, ,185,160,25, ,185,7,8,66,33,66,2,0,0,3, ,137,28,109, ,361,129,232, ,128,13,115,6.0,0.76873076,0.0,1.111791806,1.111791806
3758440,,Rutherford College town,23,Burke ,"1,104",480.5,2.3, ,53,87,16,17,91,80,95,108,197,225,107,28,,983,0,0,92,0,3,26, ,"1,076",28, ,840,72,337,225,160,39,4,3, ,840,72,562,206, ,512,30,72,51,31,7,18,35,28,24,45,79,7,62,3,12,8, ,"$43,400 ", ,"$43,400 ","$52,431 ",, ,"$25,440 ", ,512,351,161, ,351,333,18, ,351,0,20,66,93,147,21,0,0,4, ,173,49,124, ,571,88,483, ,360,13,347,,0.64024946,0.0,1.00948053,1.00948053
3758460,,Rutherfordton town,161,Rutherford ,"4,071",988.2,4.12, ,238,368,74,100,80,619,568,240,613,519,442,210,,"3,583",183,53,4,0,5,243, ,"3,926",145, ,"3,211",280,784,"1,063",814,181,71,18, ,"3,211",280,"1,847","1,084", ,"1,859",150,246,130,117,76,105,0,84,133,120,207,211,94,28,66,92, ,"$46,144 ", ,"$46,144 ","$51,866 ","$26,521 ", ,"$27,528 ", ,"1,859","1,182",677, ,"1,182","1,076",106, ,"1,182",17,12,218,301,522,95,0,17,0, ,780,124,656, ,"1,896",299,"1,597", ,"1,149",241,908,71.0,0.7467677,0.623641778,3.89345224,4.517094018
3758620,,St. Helena village,141,Pender ,410,72.7,5.64, ,18,13,14,10,55,58,15,46,92,76,9,4,,294,82,0,0,0,27,7, ,383,27, ,300,24,64,127,65,13,7,0, ,300,24,191,85, ,174,15,1,3,6,4,4,16,12,3,15,26,27,20,10,10,2, ,"$64,063 ", ,"$64,063 ","$66,563 ",, ,"$33,504 ", ,174,152,22, ,152,113,39, ,152,5,1,9,31,86,12,8,0,0, ,49,10,39, ,266,21,245, ,89,5,84,59.0,0.9038806,0.0,3.714785094,3.714785094
3758630,,St. James town,19,Brunswick ,"5,889",646.5,9.11, ,0,26,71,26,22,30,195,386,"1,409","2,626","1,000",98,,"5,702",0,0,34,0,26,127, ,"5,726",163, ,"5,744",72,460,"1,414","2,206","1,278",164,150, ,"5,744",72,"1,874","3,798", ,"2,893",18,105,26,95,44,90,43,58,41,181,216,384,361,332,348,551, ,"$110,814 ", ,"$110,814 ","$110,691 ","$111,118 ", ,"$72,257 ", ,"2,893","2,752",141, ,"2,752","2,621",131, ,"2,752",41,31,0,0,209,"1,483",764,148,76, ,123,0,123, ,"2,042",189,"1,853", ,"3,724",0,"3,724",7.0,0.08264513,5.703486907,15.40139922,21.10488612
3758720,,St. Pauls town,155,Robeson ,"2,114","1,396.80",1.51, ,225,150,116,44,116,226,193,250,304,299,137,54,,"1,052",392,83,0,0,448,139, ,"1,324",790, ,"1,463",411,553,376,87,33,3,0, ,"1,463",411,929,123, ,893,105,82,133,74,43,68,55,43,8,98,54,100,15,15,0,0, ,"$30,495 ", ,"$30,495 ","$38,646 ","$24,113 ", ,"$17,053 ", ,893,447,446, ,447,290,157, ,447,17,62,187,95,71,9,0,6,0, ,535,238,297, ,"1,089",279,810, ,490,88,402,65.0,0.9359371,0.0,0.244620054,0.244620054
3758730,,St. Stephens CDP,35,Catawba ,"9,298",998.3,9.31, ,497,519,513,415,"1,039",947,"1,360","1,185","1,216",930,480,197,,"7,303",774,22,236,0,763,200, ,"7,902","1,396", ,"6,315",925,"2,006","2,110","1,022",207,27,18, ,"6,315",925,"4,116","1,274", ,"3,689",176,134,258,222,193,202,201,59,173,548,344,615,322,108,67,67, ,"$53,559 ", ,"$53,559 ","$57,733 ","$39,650 ", ,"$24,917 ", ,"3,689","2,867",822, ,"2,867","2,546",321, ,"2,867",128,25,424,"1,255",979,0,21,27,8, ,"1,943",188,"1,755", ,"5,747",353,"5,394", ,"1,596",150,"1,446",58.0,0.58240367,0.370537057,7.16585286,7.536389918
3758740,,Salem CDP,23,Burke ,"1,479",344.5,4.29, ,35,31,41,48,53,130,178,265,112,416,137,33,,"1,308",0,0,0,56,115,0, ,"1,364",115, ,"1,271",179,243,569,199,73,8,0, ,"1,271",179,812,280, ,718,79,55,30,48,37,30,24,28,22,75,145,74,53,18,0,0, ,"$50,469 ", ,"$50,469 ","$56,213 ",, ,"$25,628 ", ,718,617,101, ,617,546,71, ,617,9,37,180,176,165,50,0,0,0, ,155,59,96, ,738,312,426, ,586,11,575,55.0,0.70590829,0.264900717,3.000423303,3.26532402
3758840,,Salemburg town,163,Sampson ,368,377.3,0.98, ,8,8,5,30,36,46,37,38,51,60,32,17,,277,49,5,0,0,2,35, ,346,22, ,281,2,116,82,57,21,0,3, ,281,2,198,81, ,177,16,6,12,17,16,18,7,12,4,11,26,21,2,1,5,3, ,"$38,750 ", ,"$38,750 ","$58,750 ","$30,833 ", ,"$26,131 ", ,177,105,72, ,105,101,4, ,105,0,0,40,23,38,4,0,0,0, ,46,3,43, ,208,13,195, ,109,13,96,47.0,0.932,0.0,0.931122933,0.931122933
3758860,,Salisbury city,159,Rowan ,"33,961","1,556.70",21.82, ,"2,023","2,291","2,302","1,323","4,140","4,402","3,561","4,112","4,064","3,129","1,797",817,,"18,709","12,251",101,351,11,"1,077","1,461", ,"29,695","4,266", ,"21,882","2,701","6,338","7,366","3,732","1,177",342,226, ,"21,882","2,701","13,704","5,477", ,"12,401","1,250",770,895,745,536,751,798,782,673,966,999,"1,285",546,268,604,533, ,"$43,364 ", ,"$43,364 ","$62,917 ","$31,280 ", ,"$25,216 ", ,"12,401","6,143","6,258", ,"6,143","4,410","1,733", ,"6,143",192,201,"1,403","1,559","1,927",649,83,108,21, ,"7,900","2,718","5,182", ,"17,605","3,366","14,239", ,"4,969",580,"4,389",89.0,0.73137037,0.644260092,10.00878151,10.6530416
3758920,,Saluda city,"149, 89","Polk, Henderson ",779,500.8,1.56, ,31,28,18,18,22,25,77,73,112,248,103,24,,737,25,9,7,0,0,1, ,766,13, ,662,60,116,187,220,61,10,8, ,662,60,303,299, ,356,33,12,24,8,26,32,14,42,13,23,11,51,34,6,13,14, ,"$42,197 ", ,"$42,197 ","$50,893 ","$25,688 ", ,"$28,824 ", ,356,275,81, ,275,267,8, ,275,0,0,0,51,156,60,6,2,0, ,91,33,58, ,285,92,193, ,313,27,286,,0.24644314,0.0,0.003389893,0.003389893
3758940,,Salvo CDP,55,Dare ,94,97,0.97, ,0,0,12,0,0,0,9,27,19,0,27,0,,94,0,0,0,0,0,0, ,94,0, ,82,4,17,0,46,6,9,0, ,82,4,17,61, ,39,0,0,0,0,0,16,0,0,4,0,11,0,0,0,8,0, ,"$49,688 ", ,"$49,688 ","$65,568 ",, ,"$33,204 ", ,39,33,6, ,33,33,0, ,33,0,0,0,0,14,11,8,0,0, ,12,0,12, ,55,0,55, ,27,0,27,,0.66162108,0.0,96.75448065,96.75448065
3759090,,Sandy Creek town,19,Brunswick ,212,148.6,1.43, ,3,2,13,9,15,29,12,34,43,42,10,0,,187,5,0,0,0,14,6, ,193,19, ,170,41,41,79,9,0,0,0, ,170,41,120,9, ,101,14,8,4,4,3,13,2,4,6,10,5,7,8,8,2,3, ,"$43,125 ", ,"$43,125 ","$48,500 ",, ,"$30,747 ", ,101,66,35, ,66,61,5, ,66,0,3,24,18,15,6,0,0,0, ,26,6,20, ,133,37,96, ,52,8,44,56.0,0.4378,0.0,0.007789971,0.007789971
3759135,,Sandyfield town,47,Columbus ,674,218.8,3.08, ,43,32,57,3,47,76,155,78,110,40,31,2,,248,412,7,0,0,0,7, ,579,95, ,492,111,220,121,30,9,1,0, ,492,111,341,40, ,227,13,83,5,4,15,17,7,8,14,25,9,8,10,0,9,0, ,"$28,194 ", ,"$28,194 ",,"$27,250 ", ,"$13,232 ", ,227,192,35, ,192,26,166, ,192,9,9,118,41,14,0,0,0,1, ,135,22,113, ,466,235,231, ,73,3,70,49.0,0.78764607,0.0,11.56080547,11.56080547
3759280,,Sanford city,105,Lee ,"29,758","1,015.40",29.31, ,"2,329","2,381","2,499","1,253","2,481","4,245","3,928","3,758","3,131","2,044","1,029",680,,"18,368","8,173",81,678,0,967,"1,491", ,"21,549","8,209", ,"18,815","3,472","5,116","6,228","2,877",854,90,178, ,"18,815","3,472","11,344","3,999", ,"10,202",839,529,416,819,656,415,470,665,497,890,"1,297","1,094",495,376,491,253, ,"$47,017 ", ,"$47,017 ","$65,454 ","$34,272 ", ,"$23,371 ", ,"10,202","5,339","4,863", ,"5,339","3,497","1,842", ,"5,339",69,305,"1,071","1,353","2,150",336,48,7,0, ,"8,252","2,416","5,836", ,"17,100","3,125","13,975", ,"3,536",367,"3,169",79.0,0.55800483,0.445970498,5.684730647,6.130701145
3759340,,Saratoga town,195,Wilson ,370,585,0.63, ,11,6,27,18,34,28,51,45,85,13,36,16,,155,176,0,0,0,26,13, ,344,26, ,274,52,106,78,34,2,2,0, ,274,52,184,38, ,158,7,32,23,0,24,0,1,0,0,17,13,26,11,3,1,0, ,, ,,"$55,521 ","$15,461 ", ,"$21,395 ", ,158,113,45, ,113,53,60, ,113,0,0,37,55,21,0,0,0,0, ,62,45,17, ,243,52,191, ,65,5,60,58.0,0.70850001,,,
3759540,,Sawmills town,27,Caldwell ,"5,201",787.5,6.6, ,230,174,180,355,347,685,554,985,762,609,220,100,,"4,651",66,10,51,0,292,131, ,"4,883",318, ,"3,915",936,"1,370","1,201",252,104,36,16, ,"3,915",936,"2,571",408, ,"1,848",174,172,132,54,105,72,57,24,30,207,172,307,196,109,22,15, ,"$55,296 ", ,"$55,296 ","$59,868 ","$34,559 ", ,"$21,809 ", ,"1,848","1,214",634, ,"1,214","1,170",44, ,"1,214",70,51,391,267,377,54,0,0,4, ,851,257,594, ,"3,333",692,"2,641", ,929,78,851,57.0,0.52699091,0.159237378,2.791771707,2.951009084
3759580,,Saxapahaw CDP,1,Alamance ,"1,340",258.5,5.18, ,61,18,98,83,70,267,88,201,193,196,65,0,,"1,146",33,138,0,0,0,23, ,"1,097",243, ,"1,010",164,345,291,148,20,5,37, ,"1,010",164,636,210, ,592,0,17,96,34,0,121,6,44,29,52,32,64,55,15,27,0, ,"$41,667 ", ,"$41,667 ","$50,511 ","$30,042 ", ,"$23,774 ", ,592,393,199, ,393,362,31, ,393,104,29,18,118,96,0,20,8,0, ,260,66,194, ,819,99,720, ,261,0,261,6.0,0.3194709,0.851520255,14.33591508,15.18743534
3759765,,Scotch Meadows CDP,165,Scotland ,427,"1,253.30",0.34, ,30,48,13,11,0,35,35,92,63,88,12,0,,294,0,42,0,0,0,91, ,427,0, ,325,37,12,164,51,24,0,37, ,325,37,176,112, ,174,17,0,0,12,0,9,0,0,16,0,16,47,0,43,14,0, ,"$76,771 ", ,"$76,771 ","$76,771 ",, ,"$34,293 ", ,174,174,0, ,174,140,34, ,174,0,0,0,12,138,24,0,0,0, ,102,0,102, ,225,17,208, ,100,0,100,,0.7293,,,
3759780,,Scotland Neck town,83,Halifax ,"1,770","1,490.00",1.19, ,49,66,55,36,71,157,330,170,362,207,116,151,,652,"1,110",0,0,0,8,0, ,"1,762",8, ,"1,493",456,577,269,92,35,24,40, ,"1,493",456,846,191, ,963,295,176,112,79,34,32,16,29,28,48,6,37,18,25,24,4, ,"$15,404 ", ,"$15,404 ","$20,606 ","$9,025 ", ,"$18,414 ", ,963,482,481, ,482,267,215, ,482,20,150,219,19,74,0,0,0,0, ,206,61,145, ,"1,074",536,538, ,437,142,295,49.0,0.7339,,,
3759980,,Seaboard town,131,Northampton ,743,771.6,0.96, ,50,68,39,36,23,79,69,69,85,107,106,12,,37,673,0,0,0,0,33, ,743,0, ,527,115,171,161,41,32,7,0, ,527,115,332,80, ,356,54,31,91,9,23,14,5,10,10,15,13,57,2,2,0,20, ,"$20,556 ", ,"$20,556 ","$48,750 ","$14,196 ", ,"$32,366 ", ,356,204,152, ,204,19,185, ,204,0,38,119,2,45,0,0,0,0, ,193,99,94, ,325,93,232, ,225,48,177,55.0,0.74129999,,,
3760000,,Sea Breeze CDP,129,New Hanover ,"1,646",883,1.86, ,38,93,78,57,88,163,367,232,195,169,166,0,,"1,517",0,24,0,0,0,105, ,"1,541",105, ,"1,292",38,383,326,357,75,66,47, ,"1,292",38,709,545, ,746,42,105,84,0,0,25,102,17,12,13,25,91,67,0,72,91, ,, ,,"$82,090 ",, ,"$41,546 ", ,746,509,237, ,509,501,8, ,509,39,0,40,0,155,150,63,37,25, ,266,66,200, ,"1,045",307,738, ,335,0,335,65.0,0.25110771,21.34018471,45.0594405,66.39962521
3760080,,Seagrove town,151,Randolph ,464,404.3,1.15, ,19,53,59,6,10,34,116,39,53,40,32,3,,464,0,0,0,0,0,0, ,459,5, ,317,24,107,109,61,16,0,0, ,317,24,216,77, ,187,3,4,1,15,9,12,7,14,8,29,61,14,2,0,8,0, ,"$55,694 ", ,"$55,694 ","$60,091 ","$29,375 ", ,"$21,490 ", ,187,158,29, ,158,153,5, ,158,3,6,45,87,15,2,0,0,0, ,133,18,115, ,252,29,223, ,75,2,73,58.0,0.4155,0.0,0.319503583,0.319503583
3760180,,Sedalia town,81,Guilford ,471,235.6,2.0, ,7,7,15,1,60,35,52,42,73,111,55,13,,89,378,0,0,0,4,0, ,427,44, ,381,52,132,123,27,45,2,0, ,381,52,255,74, ,190,5,15,5,2,18,25,12,3,4,10,12,35,19,12,7,6, ,"$54,643 ", ,"$54,643 ","$56,250 ",, ,"$30,951 ", ,190,176,14, ,176,17,159, ,176,5,12,32,45,70,10,0,0,2, ,28,2,26, ,262,21,241, ,179,23,156,55.0,0.2416,0.346922779,3.007223237,3.354146016
3760320,,Selma town,101,Johnston,"6,950","1,286.10",5.4, ,453,693,743,372,700,"1,030",998,673,418,554,205,111,,"2,537","3,429",0,0,0,735,249, ,"4,660","2,290", ,"3,989",863,974,"1,694",232,187,19,20, ,"3,989",863,"2,668",458, ,"2,561",253,617,257,283,87,195,73,155,74,234,97,124,32,18,49,13, ,"$23,161 ", ,"$23,161 ","$41,513 ","$19,803 ", ,"$14,794 ", ,"2,561",749,"1,812", ,749,435,314, ,749,33,79,226,211,175,25,0,0,0, ,"2,226","1,138","1,088", ,"3,819","1,124","2,695", ,870,177,693,63.0,0.82318902,1.546588783,7.508965895,9.055554678
3760505,,Seven Devils town,"11, 189","Avery, Watauga ",441,198.9,2.22, ,37,34,12,5,5,11,61,42,66,100,58,10,,430,0,4,1,0,3,3, ,434,7, ,348,8,31,102,103,75,4,25, ,348,8,133,207, ,209,5,10,7,5,11,2,8,7,13,9,28,54,16,9,3,22, ,"$74,792 ", ,"$74,792 ","$85,000 ","$41,875 ", ,"$43,401 ", ,209,176,33, ,176,168,8, ,176,3,12,6,10,83,54,7,0,1, ,88,0,88, ,185,14,171, ,168,4,164,,0.46978473,,,
3760515,,Seven Lakes CDP,125,Moore ,"4,438",529.1,8.39, ,138,33,186,224,148,271,178,377,668,871,"1,282",62,,"3,981",199,0,0,0,0,258, ,"4,438",0, ,"3,709",0,745,"1,144","1,014",622,84,100, ,"3,709",0,"1,889","1,820", ,"2,061",35,43,36,0,84,123,250,81,80,185,108,306,311,119,53,247, ,"$75,430 ", ,"$75,430 ","$77,799 ","$33,643 ", ,"$48,482 ", ,"2,061","1,935",126, ,"1,935","1,797",138, ,"1,935",0,0,33,0,819,616,272,180,15, ,581,70,511, ,"1,642",35,"1,607", ,"2,215",83,"2,132",66.0,0.21291427,0.0,6.846106914,6.846106914
3760540,,Seven Springs town,191,Wayne ,44,130.1,0.34, ,3,7,2,0,2,4,2,7,9,1,1,6,,40,4,0,0,0,0,0, ,44,0, ,30,9,14,7,0,0,0,0, ,30,9,21,0, ,14,0,2,0,5,3,0,0,2,0,1,1,0,0,0,0,0, ,"$23,750 ", ,"$23,750 ",,, ,"$11,966 ", ,14,5,9, ,5,5,0, ,5,2,0,3,0,0,0,0,0,0, ,12,0,12, ,22,5,17, ,2,2,0,56.0,0.88059822,2.07598591,50.32463763,52.40062354
3760560,,Severn town,131,Northampton ,258,255.2,1.01, ,11,7,46,15,0,53,41,8,36,26,13,2,,122,115,0,0,0,5,16, ,241,17, ,179,15,105,51,8,0,0,0, ,179,15,156,8, ,119,8,4,32,5,12,9,9,0,9,11,12,4,4,0,0,0, ,"$28,125 ", ,"$28,125 ","$53,036 ","$21,000 ", ,"$15,275 ", ,119,51,68, ,51,41,10, ,51,0,0,34,4,9,4,0,0,0, ,79,40,39, ,138,36,102, ,41,8,33,52.0,0.68810001,0.0,8.41655933,8.41655933
