Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3735920,,Kinston city,107,Lenoir,"20,173","1,094.50",18.43, ,"1,265","1,321","1,111","1,015","1,600","2,088","1,846","2,329","2,696","2,602","1,373",927,,"5,196","13,710",59,124,0,18,"1,066", ,"19,678",495, ,"13,861","2,754","4,488","4,309","1,603",454,90,163, ,"13,861","2,754","8,797","2,310", ,"9,235","1,163","1,283",516,703,713,599,489,554,269,676,790,484,484,158,193,161, ,"$32,094 ", ,"$32,094 ","$43,382 ","$25,159 ", ,"$26,176 ", ,"9,235","3,696","5,539", ,"3,696","1,509","2,187", ,"3,696",119,655,"1,118",868,741,152,21,21,1, ,"4,391","1,888","2,503", ,"10,132","2,340","7,792", ,"4,807","1,075","3,732",75.0,0.79337216,4.664539908,20.65695774,25.32149765
3736020,,Kittrell town,181,Vance,136,654.4,0.21, ,12,4,13,0,6,20,23,9,21,7,13,8,,118,11,0,0,0,0,7, ,136,0, ,101,4,53,23,15,6,0,0, ,101,4,76,21, ,46,5,0,4,1,0,0,5,4,1,0,7,8,0,8,0,3, ,"$73,000 ", ,"$73,000 ",,, ,"$28,939 ", ,46,38,8, ,38,33,5, ,38,2,2,18,11,1,4,0,0,0, ,25,0,25, ,79,19,60, ,28,5,23,58.0,0.80330001,,,
3736060,,Kitty Hawk town,55,Dare,"3,534",435.8,8.11, ,125,231,240,84,117,329,463,484,676,496,228,61,,"3,336",41,0,0,0,75,82, ,"3,430",104, ,"2,737",95,678,770,739,334,112,9, ,"2,737",95,"1,448","1,194", ,"1,572",10,30,37,28,35,169,125,93,37,75,150,288,114,107,77,197, ,"$74,797 ", ,"$74,797 ","$79,179 ","$37,262 ", ,"$43,706 ", ,"1,572","1,292",280, ,"1,292","1,278",14, ,"1,292",0,0,45,54,267,694,210,22,0, ,680,0,680, ,"2,069",68,"2,001", ,785,0,785,73.0,0.14639677,19.43493081,79.91346535,99.34839616
3736080,,Knightdale town,183,Wake,"16,798","2,114.00",7.95, ,"1,232","1,145","1,390",655,"1,234","2,417","3,181","1,882","2,159","1,008",335,160,,"6,354","8,203",9,622,0,743,867, ,"15,116","1,682", ,"11,142",805,"1,655","3,895","3,081","1,420",202,84, ,"11,142",805,"5,550","4,787", ,"6,522",298,54,123,72,282,265,256,346,401,737,659,933,794,524,419,359, ,"$69,529 ", ,"$69,529 ","$91,045 ","$49,221 ", ,"$35,583 ", ,"6,522","4,542","1,980", ,"4,542","2,062","2,480", ,"4,542",15,9,154,403,"2,909","1,038",9,0,5, ,"4,422",162,"4,260", ,"10,873",651,"10,222", ,"1,408",17,"1,391",85.0,0.5332469,0.790990557,5.963397718,6.754388275
3736220,,Kure Beach town,129,New Hanover,"2,451","2,786.20",0.88, ,24,49,106,63,108,186,241,430,618,441,164,21,,"2,440",0,0,0,0,0,11, ,"2,385",66, ,"2,101",60,512,548,496,272,189,24, ,"2,101",60,"1,060",981, ,"1,005",12,11,8,38,25,31,20,115,21,75,98,127,48,71,140,165, ,"$88,393 ", ,"$88,393 ","$103,375 ","$49,531 ", ,"$54,665 ", ,"1,005",704,301, ,704,688,16, ,704,4,5,0,0,71,354,212,42,16, ,242,17,225, ,"1,583",46,"1,537", ,626,9,617,75.0,0.04085679,24.11824247,24.02974132,48.14798378
3736400,,La Grange town,107,Lenoir,"2,658","1,153.90",2.3, ,139,125,75,35,181,342,246,300,807,189,141,78,,"1,289","1,166",0,0,0,201,2, ,"2,455",203, ,"2,103",413,653,638,344,48,7,0, ,"2,103",413,"1,291",399, ,"1,120",68,41,122,85,6,40,50,11,26,29,129,205,97,126,58,27, ,"$63,409 ", ,"$63,409 ","$103,750 ","$54,440 ", ,"$34,299 ", ,"1,120",569,551, ,569,404,165, ,569,0,37,208,156,138,30,0,0,0, ,374,169,205, ,"1,876",354,"1,522", ,408,14,394,66.0,0.89540001,0.231200923,2.20190387,2.433104793
3736480,,Lake Junaluska CDP,87,Haywood,"3,252",611.5,5.32, ,67,86,239,100,271,274,331,587,479,453,322,43,,"3,200",0,52,0,0,0,0, ,"3,252",0, ,"2,489",191,455,829,733,207,35,39, ,"2,489",191,"1,284","1,014", ,"1,369",61,68,49,45,52,36,50,71,38,74,191,254,256,93,11,20, ,"$73,441 ", ,"$73,441 ","$77,599 ",, ,"$32,994 ", ,"1,369","1,155",214, ,"1,155","1,137",18, ,"1,155",0,49,40,66,553,386,61,0,0, ,492,0,492, ,"1,942",133,"1,809", ,818,20,798,6.0,0.20374903,0.436550433,8.12489957,8.561450003
3736500,,Lake Lure town,161,Rutherford,"1,634",124.1,13.17, ,29,50,73,16,36,92,131,101,423,434,209,40,,"1,552",13,1,10,12,0,46, ,"1,630",4, ,"1,430",25,215,446,461,207,65,11, ,"1,430",25,661,744, ,858,38,11,34,134,26,27,31,28,30,64,84,105,48,27,45,126, ,"$60,882 ", ,"$60,882 ","$70,395 ","$32,955 ", ,"$50,668 ", ,858,734,124, ,734,696,38, ,734,1,0,5,39,171,248,102,44,124, ,158,14,144, ,783,99,684, ,683,25,658,76.0,0.1374,0.059963589,11.44371181,11.5036754
3736510,,Lake Norman of Catawba CDP,35,Catawba,"8,701",360.5,24.14, ,580,482,508,113,517,608,827,"1,294","1,882","1,120",644,126,,"8,217",129,0,0,0,33,322, ,"8,200",501, ,"6,501",415,"1,325","2,145","1,883",483,71,179, ,"6,501",415,"3,470","2,616", ,"3,505",144,65,122,47,93,79,128,82,85,349,314,493,411,207,300,586, ,"$82,424 ", ,"$82,424 ","$88,824 ","$55,133 ", ,"$52,031 ", ,"3,505","2,974",531, ,"2,974","2,829",145, ,"2,974",36,0,99,139,720,788,684,395,113, ,"1,663",174,"1,489", ,"5,128",257,"4,871", ,"1,890",57,"1,833",,0.11041017,0.0,27.69017877,27.69017877
3736511,,Lake Norman of Iredell CDP,97,Iredell,"12,832","1,267.80",10.12, ,491,843,"1,088",866,872,521,"1,428","2,575","2,143","1,288",587,130,,"11,634",54,0,320,0,12,812, ,"12,001",831, ,"8,672",108,972,"2,288","3,659","1,058",432,155, ,"8,672",108,"3,260","5,304", ,"4,376",58,85,70,43,71,23,67,40,202,168,283,430,367,233,633,"1,603", ,"$152,182 ", ,"$152,182 ","$162,019 ","$69,861 ", ,"$75,107 ", ,"4,376","4,143",233, ,"4,143","3,859",284, ,"4,143",56,6,34,77,186,866,"1,266",957,695, ,"3,239",60,"3,179", ,"7,539",188,"7,351", ,"2,005",57,"1,948",63.0,0.04527098,0.0,48.42204176,48.42204176
3736512,,Lake Park village,179,Union,"3,851","5,240.20",0.73, ,299,167,292,157,293,514,456,599,351,379,261,83,,"3,356",268,50,56,0,0,121, ,"3,675",176, ,"2,643",183,404,"1,036",743,227,32,18, ,"2,643",183,"1,440","1,020", ,"1,467",43,26,37,4,12,55,49,112,58,139,232,305,178,121,81,15, ,"$70,296 ", ,"$70,296 ","$75,139 ","$62,353 ", ,"$31,116 ", ,"1,467","1,315",152, ,"1,315","1,144",171, ,"1,315",0,18,0,134,"1,033",126,0,4,0, ,908,82,826, ,"2,198",130,"2,068", ,645,64,581,73.0,0.39748888,0.019923589,1.613482697,1.633406287
3736513,,Lake Royale CDP,69,Franklin,"3,228",495.9,6.51, ,158,228,292,191,34,126,757,305,572,330,213,22,,"2,546",637,0,42,0,0,3, ,"3,228",0, ,"2,325",182,530,"1,065",350,139,59,0, ,"2,325",182,"1,595",548, ,"1,270",16,49,186,105,134,0,16,15,38,100,0,177,254,153,0,27, ,"$56,625 ", ,"$56,625 ","$75,438 ",, ,"$27,706 ", ,"1,270",974,296, ,974,912,62, ,974,109,58,46,110,414,221,16,0,0, ,869,185,684, ,"1,794",171,"1,623", ,565,3,562,67.0,0.48631298,0.500397778,15.09748374,15.59788152
3736514,,Lake Santeetlah town,75,Graham,40,205.9,0.19, ,0,0,0,0,0,0,0,0,4,25,11,0,,40,0,0,0,0,0,0, ,40,0, ,40,0,6,15,9,6,4,0, ,40,0,21,19, ,22,0,0,2,0,5,0,0,0,0,1,9,2,3,0,0,0, ,"$66,500 ", ,"$66,500 ","$66,500 ",, ,"$33,763 ", ,22,22,0, ,22,22,0, ,22,0,2,0,0,4,6,5,5,0, ,0,0,0, ,4,0,4, ,36,0,36,,0.2434,0.0,9.485614737,9.485614737
3736640,,Lake Waccamaw town,47,Columbus,"1,606",577.6,2.78, ,66,70,136,103,62,94,110,225,150,236,287,67,,"1,362",140,80,0,0,9,15, ,"1,575",31, ,"1,169",189,268,362,219,88,41,2, ,"1,169",189,630,350, ,653,66,21,23,41,56,30,37,21,11,65,66,60,65,24,18,49, ,"$53,073 ", ,"$53,073 ","$54,688 ","$31,635 ", ,"$30,393 ", ,653,500,153, ,500,437,63, ,500,21,13,31,50,213,127,42,3,0, ,281,56,225, ,602,105,497, ,460,19,441,72.0,0.77032712,5.138475151,19.37488802,24.51336317
3736860,,Landis town,159,Rowan,"3,119",920,3.39, ,280,425,216,43,120,512,264,310,326,446,150,27,,"2,006",717,11,330,0,38,17, ,"2,984",135, ,"2,035",159,709,819,298,39,11,0, ,"2,035",159,"1,528",348, ,998,21,66,38,0,72,145,41,13,11,63,142,156,141,54,15,20, ,"$65,769 ", ,"$65,769 ","$69,464 ",, ,"$23,773 ", ,998,730,268, ,730,602,128, ,730,0,6,104,156,390,64,10,0,0, ,964,55,909, ,"1,532",64,"1,468", ,623,115,508,8.0,0.61408833,0.185820261,6.266061221,6.451881482
3736960,,Lansing town,9,Ashe,278,753.1,0.37, ,5,17,29,25,15,35,54,39,21,22,12,4,,278,0,0,0,0,0,0, ,275,3, ,187,56,71,54,4,0,0,2, ,187,56,125,6, ,106,0,15,9,12,5,6,4,26,10,3,2,6,7,0,0,1, ,"$40,313 ", ,"$40,313 ","$41,875 ","$23,750 ", ,"$18,036 ", ,106,60,46, ,60,60,0, ,60,4,0,25,23,8,0,0,0,0, ,69,36,33, ,164,30,134, ,38,0,38,47.0,0.53589999,1.421653596,18.47191068,19.89356427
3737000,,Lasker town,131,Northampton,176,157.4,1.12, ,2,20,19,18,12,6,1,46,6,32,10,4,,176,0,0,0,0,0,0, ,115,61, ,105,10,48,35,3,2,4,3, ,105,10,83,12, ,65,2,6,9,10,0,0,2,0,2,0,8,7,17,0,2,0, ,, ,,"$96,429 ","$19,107 ", ,"$21,512 ", ,65,44,21, ,44,44,0, ,44,0,8,20,0,16,0,0,0,0, ,59,54,5, ,71,16,55, ,46,6,40,58.0,0.8843,0.0,0.02718245,0.02718245
3737040,,Lattimore town,45,Cleveland,652,636,1.03, ,30,22,32,9,143,219,29,49,34,46,31,8,,635,10,0,7,0,0,0, ,639,13, ,416,35,166,157,43,15,0,0, ,416,35,323,58, ,133,11,0,7,11,7,6,5,4,8,15,26,11,16,3,3,0, ,"$54,792 ", ,"$54,792 ","$66,250 ","$34,167 ", ,"$15,343 ", ,133,99,34, ,99,96,3, ,99,3,12,19,33,29,3,0,0,0, ,93,5,88, ,372,45,327, ,85,9,76,59.0,0.63300001,,,
3737120,,Laurel Hill CDP,165,Scotland,"1,117",465.9,2.4, ,78,50,51,49,207,120,113,164,148,80,57,0,,740,264,113,0,0,0,0, ,"1,090",27, ,682,79,292,194,105,12,0,0, ,682,79,486,117, ,436,43,88,60,26,19,0,56,11,0,66,26,41,0,0,0,0, ,"$25,132 ", ,"$25,132 ","$37,586 ","$16,818 ", ,"$13,914 ", ,436,326,110, ,326,251,75, ,326,30,21,214,51,10,0,0,0,0, ,228,106,122, ,752,192,560, ,137,33,104,,0.72937656,0.0,7.981258495,7.981258495
3737160,,Laurel Park town,89,Henderson,"2,533",904.3,2.8, ,13,108,102,53,109,180,206,285,429,511,370,167,,"2,463",46,0,15,0,0,9, ,"2,418",115, ,"2,148",71,272,588,717,354,108,38, ,"2,148",71,860,"1,217", ,"1,142",36,44,35,33,34,84,30,36,27,124,124,163,116,126,34,96, ,"$73,916 ", ,"$73,916 ","$76,094 ","$34,712 ", ,"$43,314 ", ,"1,142",969,173, ,969,931,38, ,969,0,15,17,61,441,316,115,4,0, ,269,6,263, ,"1,187",53,"1,134", ,960,60,900,75.0,0.1169524,0.500605205,1.133438119,1.634043324
3737220,,Laurinburg city,165,Scotland,"15,118","1,204.90",12.55, ,"1,009","1,137",837,649,"1,454","1,707","1,778","1,735","1,973","1,488",969,382,,"5,208","7,780","1,166",211,0,310,443, ,"14,532",586, ,"10,032","1,595","3,317","3,136","1,193",580,113,98, ,"10,032","1,595","6,453","1,984", ,"5,849",931,576,600,384,450,319,199,159,255,296,469,538,273,158,110,132, ,"$29,787 ", ,"$29,787 ","$54,000 ","$19,197 ", ,"$22,154 ", ,"5,849","2,608","3,241", ,"2,608","1,437","1,171", ,"2,608",109,226,883,675,636,79,0,0,0, ,"3,572","2,074","1,498", ,"7,961","2,705","5,256", ,"2,628",423,"2,205",85.0,0.88525391,0.268642211,6.592928209,6.86157042
3737260,,Lawndale town,45,Cleveland,711,881.5,0.81, ,18,10,44,39,84,99,69,120,137,57,21,13,,647,55,0,0,0,0,9, ,709,2, ,516,137,197,126,47,9,0,0, ,516,137,323,56, ,258,31,22,33,20,17,17,7,0,16,10,26,27,11,3,16,2, ,"$31,071 ", ,"$31,071 ","$42,500 ","$21,250 ", ,"$20,636 ", ,258,176,82, ,176,151,25, ,176,16,44,62,46,6,2,0,0,0, ,107,42,65, ,509,103,406, ,91,6,85,55.0,0.62329999,0.0,13.20612773,13.20612773
3737640,,Leggett town,65,Edgecombe,43,61.5,0.7, ,0,0,4,0,0,0,11,0,4,19,5,0,,20,23,0,0,0,0,0, ,43,0, ,39,8,24,7,0,0,0,0, ,39,8,31,0, ,20,0,0,4,0,5,0,0,9,0,1,0,0,0,0,0,1, ,"$40,417 ", ,"$40,417 ","$29,375 ",, ,"$42,365 ", ,20,16,4, ,16,12,4, ,16,0,1,12,3,0,0,0,0,0, ,4,0,4, ,15,4,11, ,24,0,24,52.0,0.6978,0.642164928,10.10784273,10.75000766
3737680,,Leland town,19,Brunswick,"21,903","1,098.40",19.94, ,"1,323",911,"1,548",563,986,"2,891","2,484","1,871","3,269","4,306","1,488",263,,"18,709","1,480",198,220,0,208,"1,088", ,"20,762","1,141", ,"16,572",811,"4,391","5,172","4,090","1,637",269,202, ,"16,572",811,"9,563","6,198", ,"9,125",285,98,335,244,308,431,157,373,320,"1,154","1,024","1,672","1,105",735,531,353, ,"$73,125 ", ,"$73,125 ","$78,483 ","$55,464 ", ,"$36,348 ", ,"9,125","7,378","1,747", ,"7,378","6,604",774, ,"7,378",90,53,332,776,"3,354","2,232",471,70,0, ,"4,345",278,"4,067", ,"11,501",778,"10,723", ,"6,057",180,"5,877",76.0,0.39947117,1.937036316,17.76384891,19.70088523
3737760,,Lenoir city,27,Caldwell,"17,909",860,20.83, ,"1,150",906,"1,035",751,"1,765","2,039","1,687","2,667","2,480","1,987",912,530,,"13,363","2,283",90,59,0,"1,697",417, ,"15,790","2,119", ,"12,302","1,994","3,988","4,152","1,706",351,66,45, ,"12,302","1,994","8,140","2,168", ,"7,253",605,577,544,453,648,512,355,516,285,517,612,509,446,370,180,124, ,"$39,116 ", ,"$39,116 ","$51,692 ","$24,199 ", ,"$22,123 ", ,"7,253","4,334","2,919", ,"4,334","3,762",572, ,"4,334",143,485,"1,305",927,"1,333",118,23,0,0, ,"3,753","1,122","2,631", ,"10,402","1,650","8,752", ,"3,229",439,"2,790",68.0,0.69657484,1.687119334,11.28323133,12.97035066
3738030,,Lewiston Woodville town,15,Bertie,409,209.1,1.96, ,19,34,33,37,7,46,73,34,44,34,45,3,,114,265,0,0,0,0,30, ,403,6, ,279,75,62,100,30,12,0,0, ,279,75,162,42, ,182,3,9,21,20,18,0,39,2,5,0,8,3,21,29,0,4, ,"$36,613 ", ,"$36,613 ",,"$35,804 ", ,"$31,501 ", ,182,112,70, ,112,35,77, ,112,12,21,47,15,17,0,0,0,0, ,123,30,93, ,204,12,192, ,82,18,64,46.0,0.8089,1.175205465,4.362817634,5.538023099
3738040,,Lewisville town,67,Forsyth,"14,030",970.7,14.45, ,794,"1,196","1,137",517,911,"1,383","2,149","1,699","1,790","1,500",717,237,,"11,701","1,941",84,60,0,27,217, ,"13,521",509, ,"9,475",392,"2,037","2,923","2,932",791,173,227, ,"9,475",392,"4,960","4,123", ,"5,086",229,149,107,398,221,112,98,138,138,460,376,679,676,469,439,397, ,"$81,275 ", ,"$81,275 ","$88,488 ","$41,471 ", ,"$38,459 ", ,"5,086","4,356",730, ,"4,356","3,855",501, ,"4,356",37,0,138,761,"2,279",780,51,238,72, ,"3,618",642,"2,976", ,"7,932",911,"7,021", ,"2,454",159,"2,295",75.0,0.11130117,0.178789643,1.818081055,1.996870699
3738060,,Lexington city,57,Davidson,"18,970","1,055.20",17.98, ,"1,711",961,"1,144",576,"1,795","3,033","2,176","2,292","2,240","1,785",902,355,,"10,567","5,950",105,508,4,710,"1,126", ,"15,708","3,262", ,"12,783","2,784","4,174","4,017","1,123",379,108,198, ,"12,783","2,784","8,191","1,808", ,"7,654",882,550,599,869,868,650,454,256,247,570,775,461,172,161,61,79, ,"$30,366 ", ,"$30,366 ","$50,575 ","$25,840 ", ,"$17,465 ", ,"7,654","3,071","4,583", ,"3,071","1,965","1,106", ,"3,071",101,306,"1,053",684,805,82,29,0,11, ,"4,304","1,586","2,718", ,"10,864","2,567","8,297", ,"2,867",366,"2,501",65.0,0.75285541,0.695781207,7.670195026,8.365976232
3738100,,Liberty town,151,Randolph,"2,657",847.9,3.13, ,167,182,177,139,205,303,302,250,398,316,113,105,,"1,465",563,18,17,0,327,267, ,"2,080",577, ,"1,787",443,609,506,176,45,8,0, ,"1,787",443,"1,115",229, ,"1,069",109,124,69,51,45,94,29,46,52,90,91,112,39,41,77,0, ,"$43,018 ", ,"$43,018 ","$55,926 ","$27,750 ", ,"$21,708 ", ,"1,069",532,537, ,532,419,113, ,532,26,48,106,218,134,0,0,0,0, ,665,182,483, ,"1,458",299,"1,159", ,534,81,453,65.0,0.86551384,0.0,1.768873856,1.768873856
3738170,,Light Oak CDP,45,Cleveland,873,607.3,1.44, ,0,33,33,0,26,138,102,315,32,109,40,45,,32,841,0,0,0,0,0, ,873,0, ,781,387,378,8,8,0,0,0, ,781,387,386,8, ,282,85,0,45,0,0,0,17,0,102,8,0,0,25,0,0,0, ,, ,,,, ,"$12,789 ", ,282,135,147, ,135,16,119, ,135,0,0,111,8,16,0,0,0,0, ,66,66,0, ,613,224,389, ,194,180,14,5.0,0.59460001,0.078970283,0.27333577,0.352306054
3738200,,Lilesville town,7,Anson,646,650.4,0.99, ,34,58,35,3,23,111,103,35,114,103,16,11,,239,407,0,0,0,0,0, ,646,0, ,493,24,204,157,90,9,0,9, ,493,24,361,108, ,284,62,5,9,24,22,30,2,1,25,30,4,47,18,5,0,0, ,"$33,077 ", ,"$33,077 ","$47,333 ","$27,188 ", ,"$21,648 ", ,284,214,70, ,214,110,104, ,214,4,19,64,46,81,0,0,0,0, ,130,26,104, ,386,91,295, ,130,17,113,49.0,0.53820001,,,
3738220,,Lillington town,85,Harnett,"3,605",781.3,4.61, ,129,152,148,67,326,737,663,519,357,323,125,59,,"1,914",956,120,14,0,278,323, ,"2,815",790, ,"2,783",563,953,871,313,67,9,7, ,"2,783",563,"1,824",396, ,911,46,102,30,47,54,78,28,45,41,129,112,82,56,29,21,11, ,"$47,277 ", ,"$47,277 ","$63,281 ","$30,357 ", ,"$16,776 ", ,911,487,424, ,487,286,201, ,487,0,32,86,71,258,37,0,0,3, ,496,42,454, ,"1,537",125,"1,412", ,421,106,315,7.0,0.71536,5.100522422,9.973442256,15.07396468
3738320,,Lincolnton city,109,Lincoln,"11,099","1,279.50",8.67, ,"1,066",605,615,354,774,"1,871","1,239","1,182","1,360","1,035",630,368,,"8,141","1,800",43,10,30,261,814, ,"9,390","1,709", ,"7,685","1,361","2,173","2,831",931,371,18,0, ,"7,685","1,361","5,004","1,320", ,"4,857",493,503,352,406,336,255,387,227,166,318,440,532,155,79,145,63, ,"$35,696 ", ,"$35,696 ","$52,908 ","$27,444 ", ,"$22,871 ", ,"4,857","1,931","2,926", ,"1,931","1,625",306, ,"1,931",24,67,353,391,942,103,18,0,33, ,"2,640",929,"1,711", ,"6,376","1,235","5,141", ,"1,789",227,"1,562",76.0,0.81012438,1.13774349,7.330351542,8.468095032
3738360,,Linden town,51,Cumberland,110,217.6,0.51, ,7,12,8,0,11,16,6,8,18,17,7,0,,90,14,1,0,0,0,5, ,107,3, ,72,14,36,15,6,1,0,0, ,72,14,51,7, ,46,1,2,1,6,1,2,4,0,6,9,7,1,0,2,2,2, ,"$50,000 ", ,"$50,000 ","$47,188 ","$54,583 ", ,"$27,709 ", ,46,37,9, ,37,35,2, ,37,0,2,10,14,9,2,0,0,0, ,27,10,17, ,59,10,49, ,24,0,24,57.0,0.34239999,26.31869646,0.006549064,26.32524552
3738420,,Linville CDP,11,Avery,299,167.5,1.78, ,24,0,15,20,12,40,56,19,40,38,0,35,,299,0,0,0,0,0,0, ,282,17, ,228,0,109,79,17,23,0,0, ,228,0,188,40, ,128,0,0,0,0,19,0,0,19,0,22,26,19,0,0,0,23, ,"$65,385 ", ,"$65,385 ","$67,356 ",, ,"$33,520 ", ,128,87,41, ,87,87,0, ,87,0,26,0,19,0,42,0,0,0, ,59,0,59, ,167,0,167, ,73,0,73,,0.3179,1.502413139,5.768825897,7.271239037
3738680,,Littleton town,83,Halifax,520,546.7,0.95, ,15,26,19,40,26,40,40,42,111,103,40,18,,270,235,0,0,0,2,13, ,468,52, ,394,100,109,101,64,12,6,2, ,394,100,210,84, ,272,46,59,12,37,12,10,11,26,3,27,4,13,2,0,0,10, ,"$21,900 ", ,"$21,900 ","$35,938 ","$11,287 ", ,"$22,714 ", ,272,155,117, ,155,106,49, ,155,7,40,40,33,13,2,10,0,10, ,100,32,68, ,259,84,175, ,161,48,113,52.0,0.49943699,,,
3738860,,Locust city,"167, 25","Stanly, Cabarrus","3,439",424.1,8.11, ,285,146,114,153,201,458,235,562,614,354,262,55,,"3,336",62,0,0,0,0,41, ,"3,403",36, ,"2,540",367,854,730,469,120,0,0, ,"2,540",367,"1,584",589, ,"1,479",42,28,28,119,112,59,106,24,143,125,157,169,239,62,47,19, ,"$55,684 ", ,"$55,684 ","$64,338 ",, ,"$29,986 ", ,"1,479","1,276",203, ,"1,276","1,238",38, ,"1,276",38,60,103,257,729,83,0,6,0, ,690,75,615, ,"2,070",228,"1,842", ,671,33,638,,0.38530382,0.066599104,1.514717739,1.581316843
3739060,,Long Creek CDP,141,Pender,99,49.2,2.01, ,0,0,0,13,0,0,0,7,48,26,5,0,,71,28,0,0,0,0,0, ,99,0, ,86,29,27,23,0,7,0,0, ,86,29,50,7, ,53,5,7,15,0,0,18,0,0,0,0,0,0,0,8,0,0, ,, ,,,, ,"$18,866 ", ,53,38,15, ,38,38,0, ,38,0,12,26,0,0,0,0,0,0, ,13,13,0, ,55,0,55, ,31,24,7,,0.50963177,7.897671655,31.11566165,39.01333331
3739280,,Long View town,"23, 35","Burke, Catawba ","4,898","1,217.20",4.02, ,246,173,215,184,438,772,547,862,501,536,348,76,,"3,185",781,16,251,0,528,137, ,"4,122",776, ,"3,642",590,"1,382","1,357",209,70,0,34, ,"3,642",590,"2,739",313, ,"2,066",138,117,120,131,93,159,311,148,103,128,270,195,61,71,9,12, ,"$39,174 ", ,"$39,174 ","$45,040 ","$36,318 ", ,"$22,470 ", ,"2,066","1,159",907, ,"1,159",920,239, ,"1,159",27,119,392,419,202,0,0,0,0, ,783,124,659, ,"3,120",298,"2,822", ,960,120,840,,0.56464162,0.405531674,3.434091466,3.83962314
3739360,,Louisburg town,69,Franklin,"3,694","1,249.00",2.96, ,136,336,143,93,942,409,284,285,311,248,311,196,,"1,444","2,142",0,8,0,0,100, ,"3,619",75, ,"2,044",271,520,813,218,170,18,34, ,"2,044",271,"1,333",440, ,"1,070",101,125,176,60,79,12,0,18,0,70,177,156,15,72,0,9, ,, ,,"$77,375 ","$16,954 ", ,"$17,858 ", ,"1,070",415,655, ,415,282,133, ,415,8,0,91,56,236,24,0,0,0, ,708,376,332, ,"1,608",356,"1,252", ,487,55,432,79.0,0.81798208,2.806635708,13.38767267,16.19430838
3739420,,Love Valley town,97,Iredell,118,112.2,1.05, ,7,0,4,0,15,0,9,16,45,15,7,0,,114,0,4,0,0,0,0, ,118,0, ,92,17,43,32,0,0,0,0, ,92,17,75,0, ,66,5,3,23,5,1,10,6,3,0,5,2,0,0,0,3,0, ,"$21,667 ", ,"$21,667 ","$33,625 ","$17,250 ", ,"$17,686 ", ,66,47,19, ,47,43,4, ,47,5,11,23,4,2,0,2,0,0, ,11,11,0, ,85,30,55, ,22,0,22,53.0,0.4239,,,
