Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,SE:A00002. Population Density (Per Sq. Mile),Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:,Less than High School,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty,At or Above Poverty Level,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3701400,,Angier town,85,Harnett,"5,748", ,"1,796.70",3.2, ,518,285,490,304,528,811,700,680,616,440,270,106,,"3,736",936,77,31,0,865,103, ,"4,197","1,551", ,"3,623",629,"1,054","1,010",646,236,35,13, ,"3,623",629,"2,064",930, ,"2,104",272,59,101,155,74,112,68,207,100,100,183,403,133,69,12,56, ,"$45,132 ", ,"$45,132 ","$70,282 ","$21,138 ", ,"$22,455 ", ,"2,104","1,305",799, ,"1,305",965,340, ,"1,305",9,0,62,524,583,99,28,0,0, ,"1,570",206,"1,364", ,"3,322",467,"2,855", ,799,128,671,N/A,0.57495948,0.216059293,3.041300342,3.257359636
,,,,,, ,,, ,9.00%,5.00%,8.50%,5.30%,9.20%,14.10%,12.20%,11.80%,10.70%,7.70%,4.70%,1.80%,,65.00%,16.30%,1.30%,0.50%,0.00%,15.10%,1.80%, ,73.00%,27.00%, ,,17.40%,29.10%,27.90%,17.80%,6.50%,1.00%,0.40%, ,,17.40%,57.00%,25.70%, ,,12.90%,2.80%,4.80%,7.40%,3.50%,5.30%,3.20%,9.80%,4.80%,4.80%,8.70%,19.20%,6.30%,3.30%,0.60%,2.70%, ,, ,,,, ,, ,,62.00%,38.00%, ,,74.00%,26.10%, ,,0.70%,0.00%,4.80%,40.20%,44.70%,7.60%,2.20%,0.00%,0.00%, ,,13.10%,86.90%, ,,14.10%,85.90%, ,,16.00%,84.00%,,,,,
3701420,,Ansonville town,7,Anson,625, ,424.8,1.47, ,17,33,28,16,24,70,63,68,170,39,93,4,,68,557,0,0,0,0,0, ,618,7, ,507,118,271,92,26,0,0,0, ,507,118,363,26, ,253,18,14,18,40,13,10,7,9,7,30,14,50,0,5,2,16, ,"$43,958 ", ,"$43,958 ","$52,273 ","$30,125 ", ,"$21,972 ", ,253,202,51, ,202,28,174, ,202,9,59,70,49,15,0,0,0,0, ,94,32,62, ,395,67,328, ,136,31,105,46,0.702,0,1.802976025,1.802976025
,,,,,, ,,, ,2.70%,5.30%,4.50%,2.60%,3.80%,11.20%,10.10%,10.90%,27.20%,6.20%,14.90%,0.60%,,10.90%,89.10%,0.00%,0.00%,0.00%,0.00%,0.00%, ,98.90%,1.10%, ,,23.30%,53.50%,18.20%,5.10%,0.00%,0.00%,0.00%, ,,23.30%,71.60%,5.10%, ,,7.10%,5.50%,7.10%,15.80%,5.10%,4.00%,2.80%,3.60%,2.80%,11.90%,5.50%,19.80%,0.00%,2.00%,0.80%,6.30%, ,, ,,,, ,, ,,79.80%,20.20%, ,,13.90%,86.10%, ,,4.50%,29.20%,34.70%,24.30%,7.40%,0.00%,0.00%,0.00%,0.00%, ,,34.00%,66.00%, ,,17.00%,83.00%, ,,22.80%,77.20%,,,,,
3701520,,Apex town,183,Wake,"55,220", ,"2,511.60",21.99, ,"3,762","4,288","5,255","2,995","3,489","6,720","9,810","9,185","5,331","2,838",916,631,,"43,162","4,051",154,"4,805",109,864,"2,075", ,"51,246","3,974", ,"35,431",860,"3,829","8,655","13,183","7,284",893,727, ,"35,431",860,"12,484","22,087", ,"19,228",338,210,277,588,283,330,422,412,241,858,"1,405","2,886","2,485","2,101","3,394","2,998", ,"$112,549 ", ,"$112,549 ","$132,959 ","$73,015 ", ,"$47,451 ", ,"19,228","14,395","4,833", ,"14,395","11,496","2,899", ,"14,395",67,22,28,109,"4,450","7,918","1,521",207,73, ,"16,279",659,"15,620", ,"34,525","1,101","33,424", ,"4,237",229,"4,008",88,0.1746477,0.316041487,4.463539534,4.779581021
,,,,,, ,,, ,6.80%,7.80%,9.50%,5.40%,6.30%,12.20%,17.80%,16.60%,9.70%,5.10%,1.70%,1.10%,,78.20%,7.30%,0.30%,8.70%,0.20%,1.60%,3.80%, ,92.80%,7.20%, ,,2.40%,10.80%,24.40%,37.20%,20.60%,2.50%,2.10%, ,,2.40%,35.20%,62.30%, ,,1.80%,1.10%,1.40%,3.10%,1.50%,1.70%,2.20%,2.10%,1.30%,4.50%,7.30%,15.00%,12.90%,10.90%,17.70%,15.60%, ,, ,,,, ,, ,,74.90%,25.10%, ,,79.90%,20.10%, ,,0.50%,0.20%,0.20%,0.80%,30.90%,55.00%,10.60%,1.40%,0.50%, ,,4.10%,96.00%, ,,3.20%,96.80%, ,,5.40%,94.60%,,,,,
3701560,,Aquadale CDP,167,Stanly,413, ,126.9,3.26, ,14,18,0,0,56,79,44,123,14,37,16,12,,413,0,0,0,0,0,0, ,413,0, ,325,12,136,126,26,25,0,0, ,325,12,262,51, ,171,0,0,0,0,0,0,24,0,0,14,28,47,16,0,42,0, ,"$91,681 ", ,"$91,681 ","$95,694 ",, ,"$38,896 ", ,171,142,29, ,142,142,0, ,142,0,0,88,28,26,0,0,0,0, ,32,0,32, ,316,0,316, ,65,0,65,N/A,0.57377893,0.108820871,0.438015548,0.546836419
,,,,,, ,,, ,3.40%,4.40%,0.00%,0.00%,13.60%,19.10%,10.70%,29.80%,3.40%,9.00%,3.90%,2.90%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,3.70%,41.90%,38.80%,8.00%,7.70%,0.00%,0.00%, ,,3.70%,80.60%,15.70%, ,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.00%,0.00%,0.00%,8.20%,16.40%,27.50%,9.40%,0.00%,24.60%,0.00%, ,, ,,,, ,, ,,83.00%,17.00%, ,,100.00%,0.00%, ,,0.00%,0.00%,62.00%,19.70%,18.30%,0.00%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,0.00%,100.00%, ,,0.00%,100.00%,,,,,
3701640,,Arapahoe town,137,Pamlico,397, ,182.8,2.17, ,15,19,5,2,44,39,50,73,51,44,42,13,,347,33,11,0,2,0,4, ,386,11, ,312,43,133,110,15,5,3,3, ,312,43,243,26, ,200,11,4,28,7,14,4,6,11,7,5,7,44,19,22,2,9, ,"$67,500 ", ,"$67,500 ","$80,625 ",, ,"$39,908 ", ,200,163,37, ,163,151,12, ,163,18,11,44,36,35,11,8,0,0, ,41,6,35, ,257,22,235, ,99,7,92,56,0.37069999,N/A,N/A,N/A
,,,,,, ,,, ,3.80%,4.80%,1.30%,0.50%,11.10%,9.80%,12.60%,18.40%,12.90%,11.10%,10.60%,3.30%,,87.40%,8.30%,2.80%,0.00%,0.50%,0.00%,1.00%, ,97.20%,2.80%, ,,13.80%,42.60%,35.30%,4.80%,1.60%,1.00%,1.00%, ,,13.80%,77.90%,8.30%, ,,5.50%,2.00%,14.00%,3.50%,7.00%,2.00%,3.00%,5.50%,3.50%,2.50%,3.50%,22.00%,9.50%,11.00%,1.00%,4.50%, ,, ,,,, ,, ,,81.50%,18.50%, ,,92.60%,7.40%, ,,11.00%,6.80%,27.00%,22.10%,21.50%,6.80%,4.90%,0.00%,0.00%, ,,14.60%,85.40%, ,,8.60%,91.40%, ,,7.10%,92.90%,,,,,
3701720,,Archdale city,"81, 151","Guilford, Randolph","11,738", ,"1,328.80",8.83, ,636,862,505,527,803,"1,242","1,254","1,589","1,938","1,257",842,283,,"9,600",887,50,609,0,211,381, ,"11,222",516, ,"8,405",920,"2,467","3,413",901,607,62,35, ,"8,405",920,"5,880","1,605", ,"4,704",103,216,213,269,172,195,266,262,163,615,495,692,431,311,150,151, ,"$56,658 ", ,"$56,658 ","$64,814 ","$38,699 ", ,"$28,730 ", ,"4,704","3,589","1,115", ,"3,589","3,118",471, ,"3,589",23,89,600,"1,298","1,533",41,0,5,0, ,"2,530",243,"2,287", ,"6,813",551,"6,262", ,"2,218",121,"2,097",N/A,0.40844568,0.858668997,5.985639695,6.844308692
,,,,,, ,,, ,5.40%,7.30%,4.30%,4.50%,6.80%,10.60%,10.70%,13.50%,16.50%,10.70%,7.20%,2.40%,,81.80%,7.60%,0.40%,5.20%,0.00%,1.80%,3.30%, ,95.60%,4.40%, ,,11.00%,29.40%,40.60%,10.70%,7.20%,0.70%,0.40%, ,,11.00%,70.00%,19.10%, ,,2.20%,4.60%,4.50%,5.70%,3.70%,4.20%,5.70%,5.60%,3.50%,13.10%,10.50%,14.70%,9.20%,6.60%,3.20%,3.20%, ,, ,,,, ,, ,,76.30%,23.70%, ,,86.90%,13.10%, ,,0.60%,2.50%,16.70%,36.20%,42.70%,1.10%,0.00%,0.10%,0.00%, ,,9.60%,90.40%, ,,8.10%,91.90%, ,,5.50%,94.50%,,,,,
3701760,,Archer Lodge town,101,Johnston,"5,037", ,555.5,9.07, ,364,288,195,251,339,544,653,790,773,505,40,295,,"4,149",514,0,0,0,120,254, ,"4,549",488, ,"3,600",507,723,"1,442",709,219,0,0, ,"3,600",507,"2,165",928, ,"2,068",95,92,72,4,0,0,143,85,24,347,242,318,335,128,0,183, ,"$70,000 ", ,"$70,000 ","$72,250 ",, ,"$57,065 ", ,"2,068","1,574",494, ,"1,574","1,388",186, ,"1,574",70,0,57,240,"1,159",43,5,0,0, ,"1,098",522,576, ,"3,099",228,"2,871", ,840,92,748,N/A,0.1645325,0,2.254289532,2.254289532
,,,,,, ,,, ,7.20%,5.70%,3.90%,5.00%,6.70%,10.80%,13.00%,15.70%,15.40%,10.00%,0.80%,5.90%,,82.40%,10.20%,0.00%,0.00%,0.00%,2.40%,5.00%, ,90.30%,9.70%, ,,14.10%,20.10%,40.10%,19.70%,6.10%,0.00%,0.00%, ,,14.10%,60.10%,25.80%, ,,4.60%,4.50%,3.50%,0.20%,0.00%,0.00%,6.90%,4.10%,1.20%,16.80%,11.70%,15.40%,16.20%,6.20%,0.00%,8.90%, ,, ,,,, ,, ,,76.10%,23.90%, ,,88.20%,11.80%, ,,4.50%,0.00%,3.60%,15.30%,73.60%,2.70%,0.30%,0.00%,0.00%, ,,47.50%,52.50%, ,,7.40%,92.60%, ,,11.00%,89.10%,,,,,
3701972,,Arrowhead Beach CDP,41,Chowan,799, ,"1,305.50",0.61, ,18,89,93,17,0,55,195,15,145,101,11,60,,500,0,17,0,0,273,9, ,486,313, ,582,225,232,108,0,17,0,0, ,582,225,340,17, ,293,0,0,0,20,0,54,35,0,0,41,130,0,13,0,0,0, ,"$59,028 ", ,"$59,028 ","$59,028 ",, ,"$18,748 ", ,293,293,0, ,293,166,127, ,293,0,14,69,52,149,9,0,0,0, ,217,0,217, ,410,11,399, ,172,0,172,N/A,0.42280871,1.595336688,38.27655348,39.87189016
,,,,,, ,,, ,2.30%,11.10%,11.60%,2.10%,0.00%,6.90%,24.40%,1.90%,18.20%,12.60%,1.40%,7.50%,,62.60%,0.00%,2.10%,0.00%,0.00%,34.20%,1.10%, ,60.80%,39.20%, ,,38.70%,39.90%,18.60%,0.00%,2.90%,0.00%,0.00%, ,,38.70%,58.40%,2.90%, ,,0.00%,0.00%,0.00%,6.80%,0.00%,18.40%,12.00%,0.00%,0.00%,14.00%,44.40%,0.00%,4.40%,0.00%,0.00%,0.00%, ,, ,,,, ,, ,,100.00%,0.00%, ,,56.70%,43.30%, ,,0.00%,4.80%,23.60%,17.80%,50.90%,3.10%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,2.70%,97.30%, ,,0.00%,100.00%,,,,,
3702080,,Asheboro city,151,Randolph,"25,877", ,"1,369.70",18.89, ,"1,711","1,889","1,985",955,"2,558","3,610","3,540","2,622","2,362","2,314","1,498",833,,"17,908","3,499",78,363,66,"2,999",964, ,"18,672","7,205", ,"16,779","3,603","4,760","5,396","2,197",636,84,103, ,"16,779","3,603","10,156","3,020", ,"10,741",926,777,896,794,733,905,712,717,644,830,836,965,466,217,205,118, ,"$37,171 ", ,"$37,171 ","$49,044 ","$28,282 ", ,"$20,830 ", ,"10,741","5,223","5,518", ,"5,223","3,917","1,306", ,"5,223",377,239,"1,291","1,744","1,230",318,5,0,19, ,"6,496","1,636","4,860", ,"14,434","2,853","11,581", ,"4,178",379,"3,799",78,0.76750261,0.394088002,3.883276901,4.277364903
,,,,,, ,,, ,6.60%,7.30%,7.70%,3.70%,9.90%,14.00%,13.70%,10.10%,9.10%,8.90%,5.80%,3.20%,,69.20%,13.50%,0.30%,1.40%,0.30%,11.60%,3.70%, ,72.20%,27.80%, ,,21.50%,28.40%,32.20%,13.10%,3.80%,0.50%,0.60%, ,,21.50%,60.50%,18.00%, ,,8.60%,7.20%,8.30%,7.40%,6.80%,8.40%,6.60%,6.70%,6.00%,7.70%,7.80%,9.00%,4.30%,2.00%,1.90%,1.10%, ,, ,,,, ,, ,,48.60%,51.40%, ,,75.00%,25.00%, ,,7.20%,4.60%,24.70%,33.40%,23.60%,6.10%,0.10%,0.00%,0.40%, ,,25.20%,74.80%, ,,19.80%,80.20%, ,,9.10%,90.90%,,,,,
3702140,,Asheville city,21,Buncombe,"92,328", ,"2,030.50",45.47, ,"4,465","4,617","4,332","2,738","7,606","16,020","13,600","11,526","9,988","9,885","4,421","3,130",,"76,296","10,256",374,"1,405",265,982,"2,750", ,"86,112","6,216", ,"68,570","5,072","11,787","17,477","20,402","9,110","2,983","1,739", ,"68,570","5,072","29,264","34,234", ,"39,895","2,320","2,125","2,333","2,344","2,088","2,467","1,906","1,540","1,676","3,069","4,397","4,422","2,770","1,727","2,120","2,591", ,"$53,621 ", ,"$53,621 ","$72,294 ","$37,658 ", ,"$35,035 ", ,"39,895","19,581","20,314", ,"19,581","17,064","2,517", ,"19,581",166,100,704,"2,010","7,194","5,848","2,338",776,445, ,"15,530","2,766","12,764", ,"56,958","7,285","49,673", ,"16,440","1,763","14,677",92,0.39831295,1.286143014,7.283762611,8.569905625
,,,,,, ,,, ,4.80%,5.00%,4.70%,3.00%,8.20%,17.40%,14.70%,12.50%,10.80%,10.70%,4.80%,3.40%,,82.60%,11.10%,0.40%,1.50%,0.30%,1.10%,3.00%, ,93.30%,6.70%, ,,7.40%,17.20%,25.50%,29.80%,13.30%,4.40%,2.50%, ,,7.40%,42.70%,49.90%, ,,5.80%,5.30%,5.90%,5.90%,5.20%,6.20%,4.80%,3.90%,4.20%,7.70%,11.00%,11.10%,6.90%,4.30%,5.30%,6.50%, ,, ,,,, ,, ,,49.10%,50.90%, ,,87.20%,12.90%, ,,0.90%,0.50%,3.60%,10.30%,36.70%,29.90%,11.90%,4.00%,2.30%, ,,17.80%,82.20%, ,,12.80%,87.20%, ,,10.70%,89.30%,,,,,
3702240,,Ashley Heights CDP,93,Hoke,326, ,145.8,2.24, ,12,26,22,6,32,54,0,27,80,67,0,0,,153,73,65,0,0,14,21, ,313,13, ,228,39,82,78,29,0,0,0, ,228,39,160,29, ,111,28,8,0,11,6,13,0,0,0,18,8,12,0,0,7,0, ,"$30,481 ", ,"$30,481 ","$53,681 ",, ,"$15,659 ", ,111,73,38, ,73,59,14, ,73,0,0,37,7,22,7,0,0,0, ,66,53,13, ,193,76,117, ,67,7,60,52,0.05175059,0,2.000643227,2.000643227
,,,,,, ,,, ,3.70%,8.00%,6.80%,1.80%,9.80%,16.60%,0.00%,8.30%,24.50%,20.60%,0.00%,0.00%,,46.90%,22.40%,19.90%,0.00%,0.00%,4.30%,6.40%, ,96.00%,4.00%, ,,17.10%,36.00%,34.20%,12.70%,0.00%,0.00%,0.00%, ,,17.10%,70.20%,12.70%, ,,25.20%,7.20%,0.00%,9.90%,5.40%,11.70%,0.00%,0.00%,0.00%,16.20%,7.20%,10.80%,0.00%,0.00%,6.30%,0.00%, ,, ,,,, ,, ,,65.80%,34.20%, ,,80.80%,19.20%, ,,0.00%,0.00%,50.70%,9.60%,30.10%,9.60%,0.00%,0.00%,0.00%, ,,80.30%,19.70%, ,,39.40%,60.60%, ,,10.50%,89.60%,,,,,
3702320,,Askewville town,15,Bertie,182, ,307.5,0.59, ,2,4,3,9,19,10,14,24,18,36,42,1,,173,0,0,0,0,6,3, ,177,5, ,145,13,81,41,2,8,0,0, ,145,13,122,10, ,89,4,19,2,11,3,3,5,1,4,4,7,12,5,4,4,1, ,"$36,250 ", ,"$36,250 ","$45,938 ","$23,125 ", ,"$27,616 ", ,89,77,12, ,77,74,3, ,77,4,5,33,8,10,16,0,1,0, ,18,0,18, ,85,6,79, ,79,20,59,47,0.6164,0,1.004735742,1.004735742
,,,,,, ,,, ,1.10%,2.20%,1.70%,5.00%,10.40%,5.50%,7.70%,13.20%,9.90%,19.80%,23.10%,0.60%,,95.10%,0.00%,0.00%,0.00%,0.00%,3.30%,1.70%, ,97.30%,2.80%, ,,9.00%,55.90%,28.30%,1.40%,5.50%,0.00%,0.00%, ,,9.00%,84.10%,6.90%, ,,4.50%,21.40%,2.30%,12.40%,3.40%,3.40%,5.60%,1.10%,4.50%,4.50%,7.90%,13.50%,5.60%,4.50%,4.50%,1.10%, ,, ,,,, ,, ,,86.50%,13.50%, ,,96.10%,3.90%, ,,5.20%,6.50%,42.90%,10.40%,13.00%,20.80%,0.00%,1.30%,0.00%, ,,0.00%,100.00%, ,,7.10%,92.90%, ,,25.30%,74.70%,,,,,
3702460,,Atkinson town,141,Pender,351, ,354.6,0.99, ,17,25,20,14,21,56,44,45,43,36,13,17,,271,45,0,0,0,16,19, ,317,34, ,254,42,109,80,17,5,1,0, ,254,42,189,23, ,114,9,2,12,12,16,9,0,4,6,10,10,16,0,5,2,1, ,"$34,167 ", ,"$34,167 ","$34,063 ",, ,"$19,222 ", ,114,97,17, ,97,89,8, ,97,5,24,28,15,19,6,0,0,0, ,76,16,60, ,209,41,168, ,66,12,54,56,0.59560001,2.197848389,8.564671626,10.76252002
,,,,,, ,,, ,4.80%,7.10%,5.70%,4.00%,6.00%,16.00%,12.50%,12.80%,12.30%,10.30%,3.70%,4.80%,,77.20%,12.80%,0.00%,0.00%,0.00%,4.60%,5.40%, ,90.30%,9.70%, ,,16.50%,42.90%,31.50%,6.70%,2.00%,0.40%,0.00%, ,,16.50%,74.40%,9.10%, ,,7.90%,1.80%,10.50%,10.50%,14.00%,7.90%,0.00%,3.50%,5.30%,8.80%,8.80%,14.00%,0.00%,4.40%,1.80%,0.90%, ,, ,,,, ,, ,,85.10%,14.90%, ,,91.80%,8.30%, ,,5.20%,24.70%,28.90%,15.50%,19.60%,6.20%,0.00%,0.00%,0.00%, ,,21.10%,79.00%, ,,19.60%,80.40%, ,,18.20%,81.80%,,,,,
3702480,,Atlantic CDP,31,Carteret,608, ,661,0.92, ,55,0,53,0,36,84,30,123,98,70,28,31,,608,0,0,0,0,0,0, ,601,7, ,464,78,252,102,17,10,5,0, ,464,78,354,32, ,236,5,5,21,5,19,2,12,36,20,34,27,19,13,5,6,7, ,"$49,125 ", ,"$49,125 ","$56,336 ","$26,382 ", ,"$34,980 ", ,236,183,53, ,183,176,7, ,183,20,13,38,41,33,26,6,6,0, ,108,0,108, ,371,18,353, ,129,5,124,N/A,0.37914229,18.46092213,18.90821261,37.36913474
,,,,,, ,,, ,9.10%,0.00%,8.70%,0.00%,5.90%,13.80%,4.90%,20.20%,16.10%,11.50%,4.60%,5.10%,,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%, ,98.90%,1.20%, ,,16.80%,54.30%,22.00%,3.70%,2.20%,1.10%,0.00%, ,,16.80%,76.30%,6.90%, ,,2.10%,2.10%,8.90%,2.10%,8.10%,0.90%,5.10%,15.30%,8.50%,14.40%,11.40%,8.10%,5.50%,2.10%,2.50%,3.00%, ,, ,,,, ,, ,,77.50%,22.50%, ,,96.20%,3.80%, ,,10.90%,7.10%,20.80%,22.40%,18.00%,14.20%,3.30%,3.30%,0.00%, ,,0.00%,100.00%, ,,4.90%,95.20%, ,,3.90%,96.10%,,,,,
3702500,,Atlantic Beach town,31,Carteret,"1,870", ,799.5,2.34, ,14,84,80,32,37,134,94,305,285,431,193,181,,"1,827",10,4,0,0,14,15, ,"1,856",14, ,"1,623",48,329,635,454,88,50,19, ,"1,623",48,964,611, ,990,17,45,32,63,136,54,30,52,39,33,105,204,52,43,33,52, ,"$59,348 ", ,"$59,348 ","$62,292 ","$48,578 ", ,"$45,786 ", ,990,697,293, ,697,682,15, ,697,24,23,48,27,103,265,79,79,49, ,205,34,171, ,855,83,772, ,805,13,792,7,0.21792812,20.24366465,74.2558482,94.49951284
,,,,,, ,,, ,0.80%,4.50%,4.30%,1.70%,2.00%,7.20%,5.00%,16.30%,15.20%,23.10%,10.30%,9.70%,,97.70%,0.50%,0.20%,0.00%,0.00%,0.80%,0.80%, ,99.30%,0.80%, ,,3.00%,20.30%,39.10%,28.00%,5.40%,3.10%,1.20%, ,,3.00%,59.40%,37.70%, ,,1.70%,4.60%,3.20%,6.40%,13.70%,5.50%,3.00%,5.30%,3.90%,3.30%,10.60%,20.60%,5.30%,4.30%,3.30%,5.30%, ,, ,,,, ,, ,,70.40%,29.60%, ,,97.90%,2.20%, ,,3.40%,3.30%,6.90%,3.90%,14.80%,38.00%,11.30%,11.30%,7.00%, ,,16.60%,83.40%, ,,9.70%,90.30%, ,,1.60%,98.40%,,,,,
3702580,,Aulander town,15,Bertie,965, ,653.3,1.48, ,198,18,52,16,61,127,213,30,107,36,107,0,,279,603,0,0,0,61,22, ,904,61, ,620,164,221,200,29,6,0,0, ,620,164,421,35, ,392,21,30,42,9,61,0,4,35,21,43,0,76,38,0,3,9, ,"$42,071 ", ,"$42,071 ","$54,097 ","$28,558 ", ,"$21,718 ", ,392,227,165, ,227,78,149, ,227,27,4,167,24,5,0,0,0,0, ,284,73,211, ,538,116,422, ,143,20,123,41,0.88570001,4.099972232,14.78059247,18.88056471
,,,,,, ,,, ,20.50%,1.90%,5.40%,1.70%,6.30%,13.20%,22.10%,3.10%,11.10%,3.70%,11.10%,0.00%,,28.90%,62.50%,0.00%,0.00%,0.00%,6.30%,2.30%, ,93.70%,6.30%, ,,26.50%,35.70%,32.30%,4.70%,1.00%,0.00%,0.00%, ,,26.50%,67.90%,5.70%, ,,5.40%,7.70%,10.70%,2.30%,15.60%,0.00%,1.00%,8.90%,5.40%,11.00%,0.00%,19.40%,9.70%,0.00%,0.80%,2.30%, ,, ,,,, ,, ,,57.90%,42.10%, ,,34.40%,65.60%, ,,11.90%,1.80%,73.60%,10.60%,2.20%,0.00%,0.00%,0.00%,0.00%, ,,25.70%,74.30%, ,,21.60%,78.40%, ,,14.00%,86.00%,,,,,
3702620,,Aurora town,13,Beaufort,772, ,831.7,0.93, ,4,71,69,23,60,66,127,108,110,77,54,3,,322,414,0,0,0,0,36, ,772,0, ,545,67,304,144,19,11,0,0, ,545,67,448,30, ,320,37,53,3,10,14,28,30,4,11,61,22,26,18,1,0,2, ,"$38,026 ", ,"$38,026 ","$51,250 ","$13,385 ", ,"$20,710 ", ,320,183,137, ,183,110,73, ,183,22,56,66,19,19,0,0,1,0, ,162,92,70, ,471,134,337, ,134,36,98,53,0.6118,10.70559208,41.63530293,52.340895
,,,,,, ,,, ,0.50%,9.20%,8.90%,3.00%,7.80%,8.60%,16.50%,14.00%,14.30%,10.00%,7.00%,0.40%,,41.70%,53.60%,0.00%,0.00%,0.00%,0.00%,4.70%, ,100.00%,0.00%, ,,12.30%,55.80%,26.40%,3.50%,2.00%,0.00%,0.00%, ,,12.30%,82.20%,5.50%, ,,11.60%,16.60%,0.90%,3.10%,4.40%,8.80%,9.40%,1.30%,3.40%,19.10%,6.90%,8.10%,5.60%,0.30%,0.00%,0.60%, ,, ,,,, ,, ,,57.20%,42.80%, ,,60.10%,39.90%, ,,12.00%,30.60%,36.10%,10.40%,10.40%,0.00%,0.00%,0.60%,0.00%, ,,56.80%,43.20%, ,,28.50%,71.60%, ,,26.90%,73.10%,,,,,
3702700,,Autryville town,163,Sampson,192, ,367.5,0.52, ,11,4,8,2,17,20,24,20,30,24,27,5,,167,17,6,0,0,0,2, ,192,0, ,150,40,62,29,12,2,0,5, ,150,40,91,19, ,80,0,0,0,11,21,6,13,1,0,7,5,0,10,0,0,6, ,"$36,000 ", ,"$36,000 ","$38,036 ","$28,393 ", ,"$25,570 ", ,80,57,23, ,57,57,0, ,57,0,4,29,8,10,0,6,0,0, ,25,0,25, ,111,7,104, ,56,0,56,48,0.51766725,1.982973448,34.94679531,36.92976876
,,,,,, ,,, ,5.70%,2.10%,4.20%,1.00%,8.90%,10.40%,12.50%,10.40%,15.60%,12.50%,14.10%,2.60%,,87.00%,8.90%,3.10%,0.00%,0.00%,0.00%,1.00%, ,100.00%,0.00%, ,,26.70%,41.30%,19.30%,8.00%,1.30%,0.00%,3.30%, ,,26.70%,60.70%,12.70%, ,,0.00%,0.00%,0.00%,13.80%,26.30%,7.50%,16.30%,1.30%,0.00%,8.80%,6.30%,0.00%,12.50%,0.00%,0.00%,7.50%, ,, ,,,, ,, ,,71.30%,28.80%, ,,100.00%,0.00%, ,,0.00%,7.00%,50.90%,14.00%,17.50%,0.00%,10.50%,0.00%,0.00%, ,,0.00%,100.00%, ,,6.30%,93.70%, ,,0.00%,100.00%,,,,,
